-0.0, 50.0, 49.0, 0.0
0.0, 50.0, 49.0, 0.0
-50.0, 48.0, -40.0, 31.06694413141249
-50.0, 48.0, -40.0, 31.074665555582698
-50.0, 48.0, -40.0, 31.067147270897014
-50.0, 48.0, -40.0, 31.047568840283365
-50.0, 48.0, -40.0, 30.767140391000996
-30.0, 30.0, -25.0, 31.349094499647265
-48.0, 50.0, -40.0, 31.16800466360389
-60.0, -27.0, 60.0, 55.058219745913256
-60.0, -27.0, 60.0, 55.18091268091968
-18.0, -9.0, 18.0, 54.70791936005649
-18.0, -9.0, 18.0, 54.756976189905856
-18.0, -9.0, 18.0, 54.81974874861694
-18.0, -9.0, 18.0, 54.89526895698419
-60.0, -27.0, 60.0, 54.934164076488706
-126.0, 84.0, -108.0, 36.186771329110236
-126.0, 84.0, -108.0, 36.18383157840478
-28.0, 21.0, -24.0, 34.72220326354651
-28.0, 21.0, -24.0, 35.00590959829248
-28.0, 21.0, -24.0, 35.14871087801301
-36.0, 27.0, -30.0, 34.95463949796597
-36.0, 27.0, -30.0, 34.67463553602565
-36.0, 27.0, -30.0, 34.73855622085602
-100.0, 90.0, 180.0, 51.44041538186605
-100.0, 90.0, 180.0, 51.48195540677842
-100.0, 90.0, 180.0, 51.463059318825046
-100.0, 90.0, 180.0, 51.342300599420575
-100.0, 90.0, 180.0, 51.28461013058741
-100.0, 90.0, 180.0, 51.32489678731636
-160.0, 135.0, 288.0, 51.27110057358707
-160.0, 135.0, 288.0, 50.994491939983746
-192.0, 162.0, 360.0, 48.63102866904356
-160.0, 135.0, 288.0, 49.90799384348655
-160.0, 135.0, 288.0, 49.9665933523461
-160.0, 135.0, 288.0, 49.978132436409865
-81.0, 90.0, -60.0, 37.72056988346809
-81.0, 90.0, -60.0, 37.76545011788115
-81.0, 90.0, -60.0, 37.832049961030116
0.0, -50.0, 49.0, 0.0
-175.0, -90.0, 252.0, 12.379941477389451
-175.0, -90.0, 252.0, 12.439966971860134
-100.0, -45.0, 144.0, 12.464952293170025
-150.0, -54.0, 225.0, 12.365356736816492
-150.0, -54.0, 225.0, 12.211530951769053
-30.0, -12.0, 50.0, 11.18596080849158
-30.0, -12.0, 50.0, 11.61984790346589
-30.0, -12.0, 50.0, 11.607956607438748
-180.0, -54.0, 270.0, 11.852490331180388
-150.0, -45.0, 216.0, 11.928173923469158
-150.0, -45.0, 216.0, 11.930431947583934
60.0, -63.0, 30.0, 50.62774183477652
-180.0, -90.0, 100.0, 34.9549465159562
-180.0, -90.0, 100.0, 34.97774041130829
-180.0, -90.0, 100.0, 35.02229263103831
-180.0, -90.0, 100.0, 35.70220465208822
-288.0, -135.0, 160.0, 36.00495471687579
-288.0, -135.0, 160.0, 35.93466567530231
-288.0, -135.0, 160.0, 35.91672649970514
-288.0, -135.0, 160.0, 35.936487660073205
-180.0, -90.0, 100.0, 34.28540963215674
-180.0, -90.0, 100.0, 34.7328703347549
-180.0, -90.0, 100.0, 34.768936340817824
360.0, 360.0, 405.0, 1.7658903007628737
360.0, 360.0, 405.0, 1.7609218599261143
360.0, 360.0, 405.0, 1.7450343197122835
256.0, 360.0, 360.0, 1.7014578033097278
96.0, 135.0, 144.0, 1.6778691516942987
360.0, 450.0, 567.0, 1.7321659901700102
56.0, 63.0, 90.0, 1.804926029929279
360.0, 450.0, 567.0, 1.7184588769319562
40.0, 50.0, 48.0, 1.6725784912204031
27.0, 36.0, 30.0, 1.6766285532629162
280.0, 441.0, 360.0, 1.6537186291000978
147.0, 224.0, 280.0, 1.5915895145488343
243.0, 450.0, 630.0, 1.5555719100921555
60.0, -125.0, 60.0, 35.545115498898575
60.0, -125.0, 60.0, 35.5901990758084
60.0, -125.0, 60.0, 35.71657835534943
60.0, -125.0, 60.0, 35.868347592978
60.0, -125.0, 60.0, 35.90214573351418
60.0, -125.0, 60.0, 35.91776887771432
60.0, -125.0, 60.0, 36.082485016545746
-49.0, 0.0, 50.0, 0.0
-49.0, -0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-50.0, 0.0, 49.0, 0.0
-50.0, 0.0, 49.0, 0.0
-50.0, 0.0, 49.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-49.0, 0.0, 50.0, 0.0
-0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
-0.0, -49.0, 50.0, 0.0
-0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
0.0, -49.0, 50.0, 0.0
-0.0, -49.0, 50.0, 0.0
15.0, 24.0, 10.0, 47.122515290559804
-2.0, 7.0, -0.0, 1.8120181563288105
-2.0, 7.0, 0.0, 1.8050195442462502
-2.0, 7.0, -0.0, 1.7751632401642314
-50.0, 135.0, 30.0, 2.0202157892148036
-96.0, 200.0, 90.0, 2.4150393540297297
-90.0, 180.0, 100.0, 2.4133880430573535
-90.0, 252.0, 175.0, 2.2542815415695485
-45.0, 144.0, 100.0, 2.2530605356204063
-126.0, 343.0, 252.0, 2.2713013917688603
-28.0, 63.0, 48.0, 2.2245951168303852
-108.0, 216.0, 160.0, 2.350709373693956
-16.0, 30.0, 20.0, 2.4384588995015624
-84.0, 168.0, 128.0, 2.3512192343132132
-28.0, 63.0, 48.0, 2.320256225907097
-108.0, 216.0, 160.0, 2.344530449095595
-108.0, 216.0, 160.0, 2.366892426267542
-72.0, 135.0, 100.0, 2.3384378026690915
-72.0, 135.0, 100.0, 2.2720045827783575
-72.0, -54.0, 112.0, 16.05723588075388
-72.0, -54.0, 112.0, 16.066306157799602
-245.0, -189.0, 315.0, 14.913088718338422
-175.0, -126.0, 225.0, 14.900401507808644
-140.0, -108.0, 189.0, 14.401757978201498
-245.0, -189.0, 315.0, 14.611513489538812
-315.0, -252.0, 405.0, 14.945438732569334
-450.0, -360.0, 567.0, 15.07769263956303
-175.0, -100.0, 150.0, 14.440905445327415
-175.0, -100.0, 150.0, 14.659897760292436
50.0, 49.0, -0.0, 55.45979497224674
50.0, 49.0, -0.0, 55.436398970370796
196.0, 140.0, 35.0, 48.6589660115895
196.0, 140.0, 35.0, 48.72291854154989
196.0, 140.0, 35.0, 48.980845629717464
224.0, 160.0, 35.0, 48.91121173086116
224.0, 160.0, 35.0, 48.81475296882238
224.0, 160.0, 35.0, 49.22887595974046
224.0, 160.0, 35.0, 49.2910019683166
224.0, 160.0, 35.0, 49.191016949086546
224.0, 160.0, 35.0, 49.07906202668002
-30.0, 108.0, 40.0, 33.90290714243882
-60.0, 189.0, 70.0, 33.87892922352009
-60.0, 189.0, 70.0, 33.99772102806034
-300.0, 900.0, 300.0, 32.89524697784806
-300.0, 900.0, 300.0, 32.66121244100429
-300.0, 900.0, 300.0, 32.48939596279435
63.0, -48.0, -28.0, 49.83319346062863
63.0, -48.0, -28.0, 49.752828145436546
-500.0, -70.0, 490.0, 26.403042133131713
-500.0, -70.0, 490.0, 26.460866873813703
-500.0, -70.0, 490.0, 26.178934349360606
