epoch,dice_coef,iou,iou_thresholded,loss,val_dice_coef,val_iou,val_iou_thresholded,val_loss
12,0.30520957708358765,0.2161320000886917,0.2177993506193161,0.6947904229164124,0.004151627421379089,0.0021130915265530348,7.059155905153602e-05,0.9958483576774597
13,0.3460816740989685,0.2549744248390198,0.25984159111976624,0.6539183259010315,0.0047163451090455055,0.002397976815700531,7.059155905153602e-05,0.9952837228775024
14,0.317838579416275,0.21997210383415222,0.2267681062221527,0.6821614503860474,0.003340767463669181,0.0017069947207346559,7.059155905153602e-05,0.9966591596603394
15,0.2645055651664734,0.19368384778499603,0.1965138018131256,0.7354943752288818,0.0017507384764030576,0.0009105589706450701,7.059155905153602e-05,0.9982492327690125
16,0.06045602634549141,0.03334956616163254,0.03397315740585327,0.9395439028739929,0.0002442633849568665,0.00015735282795503736,7.059155905153602e-05,0.9997557401657104
17,0.06739287078380585,0.037137504667043686,0.03726918250322342,0.9326071739196777,0.00011215391714358702,9.135404252447188e-05,7.059155905153602e-05,0.9998878240585327
18,0.1403258740901947,0.09287133812904358,0.09381084889173508,0.8596741557121277,9.660749492468312e-05,8.358957711607218e-05,7.059155905153602e-05,0.9999033808708191
19,0.06749222427606583,0.03703884035348892,0.0369684062898159,0.9325078129768372,7.823259511496872e-05,7.441092020599172e-05,7.059155905153602e-05,0.9999216794967651
20,0.02205844596028328,0.011617758311331272,0.011636381037533283,0.9779415130615234,7.310970249818638e-05,7.185022695921361e-05,7.059155905153602e-05,0.9999268651008606
21,0.11632359027862549,0.06535206735134125,0.06538267433643341,0.8836764097213745,7.303152233362198e-05,7.181124237831682e-05,7.059155905153602e-05,0.9999269247055054
22,0.17504706978797913,0.10794450342655182,0.10798197984695435,0.8249529004096985,7.516735058743507e-05,7.28789163986221e-05,7.059155905153602e-05,0.9999248385429382
23,0.3282422721385956,0.2386423796415329,0.24632887542247772,0.6717577576637268,8.383524254895747e-05,7.721193105680868e-05,7.059155905153602e-05,0.9999161958694458
24,0.27752965688705444,0.18781787157058716,0.19164767861366272,0.7224704027175903,0.00011615607218118384,9.336878429166973e-05,7.059155905153602e-05,0.9998838305473328
25,0.25658512115478516,0.17732593417167664,0.17949290573596954,0.7434148788452148,0.00012859345588367432,9.958822192857042e-05,7.059155905153602e-05,0.9998714327812195
26,0.4573744237422943,0.3227636218070984,0.3251219093799591,0.5426256060600281,0.044712040573358536,0.02286805398762226,0.021598201245069504,0.9552879333496094
27,0.42797136306762695,0.31220513582229614,0.31444185972213745,0.572028636932373,0.37288063764572144,0.22918441891670227,0.29900825023651123,0.6271193623542786
28,0.42854389548301697,0.29455193877220154,0.30059343576431274,0.5714560747146606,0.01832462288439274,0.009281960316002369,0.0007059155614115298,0.9816753268241882
29,0.26831966638565063,0.17116694152355194,0.17263704538345337,0.7316803932189941,0.00016836625582072884,0.00011946997983613983,7.059155905153602e-05,0.9998315572738647
30,0.4016268849372864,0.2827206254005432,0.2836572527885437,0.5983731150627136,0.103909932076931,0.05483555793762207,0.04877876490354538,0.8960901498794556
31,0.3166414797306061,0.20210060477256775,0.20351901650428772,0.6833585500717163,0.0263624619692564,0.013392103835940361,0.005506141576915979,0.9736374616622925
32,0.35888516902923584,0.24611935019493103,0.25207626819610596,0.6411148309707642,0.04478137567639351,0.022937947884202003,0.017647888511419296,0.9552186131477356
33,0.22469329833984375,0.14849773049354553,0.14940252900123596,0.775306761264801,0.07623177766799927,0.03966016694903374,0.03819003328680992,0.9237682223320007
34,0.3767622113227844,0.27021366357803345,0.2765173614025116,0.6232377290725708,0.4132883548736572,0.26049426198005676,0.2571408450603485,0.5867116451263428
35,0.414110004901886,0.28470179438591003,0.2868044972419739,0.585889995098114,0.6153262853622437,0.4443989098072052,0.46034660935401917,0.38467371463775635
36,0.40356922149658203,0.29548245668411255,0.2973436713218689,0.596430778503418,0.5868714451789856,0.4153166115283966,0.43756988644599915,0.4131285548210144
37,0.3690045177936554,0.2575555443763733,0.25938349962234497,0.630995512008667,0.6140357851982117,0.44305333495140076,0.4509562849998474,0.38596421480178833
38,0.45056095719337463,0.3332224190235138,0.3360418975353241,0.5494390726089478,0.4720512628555298,0.30896836519241333,0.30667686462402344,0.5279487371444702
39,0.4083929657936096,0.2947750985622406,0.29543566703796387,0.5916069746017456,0.5993005037307739,0.4278753697872162,0.43183353543281555,0.40069952607154846
40,0.38839972019195557,0.2873683273792267,0.28816279768943787,0.6116002798080444,0.5071886777877808,0.33977633714675903,0.3405328094959259,0.49281129240989685
41,0.4234543740749359,0.29308444261550903,0.30195289850234985,0.5765455961227417,0.5774866342544556,0.4059808552265167,0.4111424684524536,0.4225133955478668
42,0.45910143852233887,0.33518603444099426,0.3362475335597992,0.5408985018730164,0.563107430934906,0.3919120728969574,0.3970084488391876,0.436892569065094
43,0.4318910539150238,0.2957674264907837,0.3071648180484772,0.5681089162826538,0.5520005226135254,0.38122910261154175,0.4005172550678253,0.4479994773864746
44,0.39245620369911194,0.24868051707744598,0.24900074303150177,0.6075438261032104,0.5285729765892029,0.3592401444911957,0.39322230219841003,0.4714270234107971
45,0.4442790150642395,0.3067511022090912,0.3077530264854431,0.5557209849357605,0.44137337803840637,0.28320467472076416,0.28822797536849976,0.558626651763916
46,0.31917744874954224,0.2182316780090332,0.21828706562519073,0.680822491645813,0.4464111626148224,0.28736412525177,0.2937483787536621,0.5535888671875
47,0.4592129588127136,0.31796795129776,0.3198143541812897,0.5407869219779968,0.45805618166923523,0.2970867156982422,0.30765604972839355,0.5419437885284424
48,0.5044631958007812,0.3572961986064911,0.3585260808467865,0.4955368638038635,0.5349888801574707,0.36519765853881836,0.37422093749046326,0.4650111198425293
49,0.5908626317977905,0.436885267496109,0.4385543763637543,0.4091373383998871,0.5665221810340881,0.3952283263206482,0.39658647775650024,0.43347781896591187
50,0.3879212737083435,0.2823054790496826,0.2834288477897644,0.6120787858963013,0.536175012588501,0.36630505323410034,0.36669841408729553,0.463824987411499
51,0.4461486339569092,0.31917843222618103,0.31928688287734985,0.5538513660430908,0.5297253131866455,0.36031171679496765,0.3605150282382965,0.4702746868133545
52,0.4628869593143463,0.32510906457901,0.3260470926761627,0.5371130704879761,0.4609120786190033,0.29949522018432617,0.300410658121109,0.5390878915786743
53,0.536353349685669,0.4015235900878906,0.402524471282959,0.46364665031433105,0.27547377347946167,0.15976840257644653,0.15680745244026184,0.7245262265205383
54,0.38158878684043884,0.2584649324417114,0.2589540183544159,0.6184112429618835,0.5093955993652344,0.3417596220970154,0.34568652510643005,0.4906044006347656
55,0.4116073548793793,0.29855725169181824,0.2977612316608429,0.5883926153182983,0.5811305046081543,0.40958908200263977,0.4169725179672241,0.4188694953918457
56,0.38058745861053467,0.28124457597732544,0.2818782329559326,0.6194125413894653,0.4777507185935974,0.3138669729232788,0.3152974247932434,0.5222492814064026
57,0.4181463122367859,0.2910890281200409,0.2927253842353821,0.5818537473678589,0.2921464443206787,0.17108945548534393,0.16876134276390076,0.7078535556793213
58,0.44842395186424255,0.3195623755455017,0.321198970079422,0.5515760183334351,0.03302968293428421,0.01682685874402523,0.013200621120631695,0.9669703245162964
59,0.4801059663295746,0.33539459109306335,0.3369940519332886,0.5198940634727478,0.08354747295379639,0.043628592044115067,0.03833121433854103,0.9164525270462036
60,0.4447055459022522,0.29723650217056274,0.2979736030101776,0.555294394493103,0.048186223953962326,0.02472233772277832,0.02061273530125618,0.951813817024231
61,0.5383833646774292,0.38176965713500977,0.38316765427589417,0.4616166651248932,0.2063121348619461,0.11505237966775894,0.11061728745698929,0.7936878800392151
62,0.45617055892944336,0.3036290109157562,0.30474430322647095,0.5438295006752014,0.039827167987823486,0.020352769643068314,0.0160948745906353,0.9601728320121765
63,0.4984598755836487,0.3506065309047699,0.3528497815132141,0.5015401840209961,0.24913696944713593,0.14232371747493744,0.1367785483598709,0.7508630156517029
64,0.4991362690925598,0.3823952078819275,0.3841649889945984,0.500863790512085,0.6137164831161499,0.4427240490913391,0.44577157497406006,0.3862835168838501
65,0.4411584734916687,0.30952784419059753,0.3096681237220764,0.5588414669036865,0.6380664110183716,0.46851611137390137,0.4700011909008026,0.3619335889816284
66,0.46363943815231323,0.3298184871673584,0.33253076672554016,0.5363605618476868,0.5837328433990479,0.4121761620044708,0.4170350432395935,0.41626715660095215
67,0.4320603311061859,0.29272085428237915,0.29428622126579285,0.5679396390914917,0.22587797045707703,0.12734805047512054,0.12382197380065918,0.7741219997406006
68,0.5405082106590271,0.3885436952114105,0.3892601430416107,0.4594917297363281,0.03733145818114281,0.019055387005209923,0.01644783280789852,0.9626685380935669
69,0.4642353653907776,0.3337478041648865,0.3342144191265106,0.5357646346092224,0.037009503692388535,0.018888257443904877,0.015741916373372078,0.9629905819892883
70,0.4264339804649353,0.29346340894699097,0.29414910078048706,0.5735660195350647,0.00020335722365416586,0.0001369757519569248,7.059155905153602e-05,0.9997966885566711
71,0.4491603374481201,0.312120646238327,0.3125041127204895,0.5508396029472351,0.002107677049934864,0.0010902044596150517,0.0003529577807057649,0.9978922605514526
72,0.5574126243591309,0.3946528136730194,0.3963099420070648,0.44258737564086914,0.01801222935318947,0.009122933261096478,0.0075532966293394566,0.9819877743721008
73,0.5810413360595703,0.4314342439174652,0.4328426718711853,0.4189586043357849,0.3154570162296295,0.18729428946971893,0.1838764250278473,0.6845430135726929
74,0.42933759093284607,0.2974143326282501,0.29872196912765503,0.5706623792648315,0.5009362101554871,0.33418911695480347,0.33460524678230286,0.49906378984451294
75,0.4718998968601227,0.3214649558067322,0.32230085134506226,0.5281001329421997,0.14457881450653076,0.07795491069555283,0.0756741464138031,0.8554211854934692
76,0.43904465436935425,0.3018350303173065,0.30342626571655273,0.5609553456306458,0.48809748888015747,0.3228599727153778,0.3229418694972992,0.5119025111198425
77,0.5315068960189819,0.37762022018432617,0.3785058856010437,0.4684930741786957,0.5361688137054443,0.36629951000213623,0.3664395213127136,0.46383118629455566
78,0.5418401956558228,0.3807583451271057,0.38276582956314087,0.45815974473953247,0.5916174650192261,0.4200877547264099,0.4202166199684143,0.40838250517845154
79,0.5578125715255737,0.4064871370792389,0.407828152179718,0.4421873986721039,0.5871778726577759,0.4156256914138794,0.4164953827857971,0.4128221571445465
80,0.5825085639953613,0.4313691556453705,0.4322165548801422,0.41749143600463867,0.5942099094390869,0.4227033257484436,0.42502066493034363,0.4057900905609131
81,0.4525979161262512,0.3034496605396271,0.3046027719974518,0.5474020838737488,0.2703164219856262,0.15631021559238434,0.15292887389659882,0.7296835780143738
82,0.5516613721847534,0.3991379141807556,0.4028054177761078,0.4483385980129242,0.25839903950691223,0.1483941227197647,0.14936983585357666,0.7416009902954102
83,0.5520389080047607,0.4059891104698181,0.4072267413139343,0.4479610323905945,0.030297981575131416,0.015416639856994152,0.012614517472684383,0.9697019457817078
84,0.49509063363075256,0.34719163179397583,0.3483366370201111,0.5049093961715698,0.012280537746846676,0.006213258486241102,0.005223775282502174,0.9877194166183472
85,0.48717451095581055,0.3367644250392914,0.3379780650138855,0.5128254890441895,0.008595175109803677,0.004351251758635044,0.004023718647658825,0.9914048314094543
86,0.5185436010360718,0.36462026834487915,0.3661622107028961,0.48145636916160583,0.2869894504547119,0.16756440699100494,0.16575206816196442,0.7130105495452881
87,0.4988881051540375,0.36791735887527466,0.369454562664032,0.5011118650436401,0.542904794216156,0.3726152181625366,0.373416006565094,0.457095205783844
88,0.5100122690200806,0.3765202462673187,0.377559095621109,0.48998770117759705,0.6124005913734436,0.44135355949401855,0.44231194257736206,0.3875994086265564
89,0.5258840322494507,0.37402206659317017,0.379955530166626,0.4741159975528717,0.25758910179138184,0.14786192774772644,0.14715291559696198,0.7424108982086182
90,0.4937906265258789,0.33661001920700073,0.3379210829734802,0.5062094330787659,0.12216345965862274,0.06508756428956985,0.0636344850063324,0.8778365254402161
91,0.4835965633392334,0.32868513464927673,0.3296698331832886,0.5164033770561218,0.15159626305103302,0.0820462554693222,0.0809803232550621,0.8484037518501282
92,0.5709105730056763,0.41709786653518677,0.4174537658691406,0.4290894567966461,0.12951044738292694,0.0692712813615799,0.06834079325199127,0.8704894781112671
93,0.5532342195510864,0.40609613060951233,0.4067193865776062,0.4467657506465912,0.19689752161502838,0.10922979563474655,0.10635662823915482,0.8031024932861328
94,0.47127875685691833,0.33703476190567017,0.33779534697532654,0.5287212133407593,0.09223034232854843,0.04837789759039879,0.04754569008946419,0.9077696800231934
95,0.498859167098999,0.3515929579734802,0.35265642404556274,0.501140832901001,0.39383089542388916,0.24522466957569122,0.24576793611049652,0.6061691045761108
96,0.5375281572341919,0.389446884393692,0.39044976234436035,0.4624718129634857,0.26811113953590393,0.1548362523317337,0.1526385247707367,0.7318888902664185
97,0.5299202799797058,0.37445008754730225,0.3758494257926941,0.4700797498226166,0.11445885896682739,0.06073614954948425,0.05872506648302078,0.8855411410331726
98,0.5195162892341614,0.36827370524406433,0.3691370487213135,0.4804837107658386,0.016590440645813942,0.008399580605328083,0.008399209938943386,0.983409583568573
99,0.5076471567153931,0.35641735792160034,0.35789981484413147,0.4923528730869293,0.029477175325155258,0.014993766322731972,0.014168898575007915,0.9705227613449097
100,0.5685078501701355,0.4100770354270935,0.4112202227115631,0.4314921498298645,0.03965064510703087,0.020260773599147797,0.018513305112719536,0.9603493809700012
101,0.5424684286117554,0.3971248269081116,0.39815786480903625,0.457531601190567,0.05298455432057381,0.027247384190559387,0.02530577778816223,0.9470154643058777
102,0.4786983132362366,0.34963029623031616,0.3507903218269348,0.5213017463684082,0.13349567353725433,0.0715535432100296,0.06877616792917252,0.8665043115615845
103,0.5363319516181946,0.3898480236530304,0.39108172059059143,0.46366795897483826,0.09947538375854492,0.05237396061420441,0.050905290991067886,0.9005246162414551
104,0.5307144522666931,0.3913196921348572,0.3916592597961426,0.4692855477333069,0.10198120772838593,0.05376342684030533,0.05261316895484924,0.8980187177658081
105,0.541128396987915,0.3996966779232025,0.4084576666355133,0.45887160301208496,0.6169022917747498,0.4460464417934418,0.4473700523376465,0.38309770822525024
106,0.4998341500759125,0.3602175712585449,0.36168473958969116,0.5001658201217651,0.6137443780899048,0.44275179505348206,0.4437403678894043,0.3862556219100952
107,0.4275543689727783,0.3087088465690613,0.3095993101596832,0.5724456906318665,0.6058743596076965,0.43460744619369507,0.4368390142917633,0.39412564039230347
108,0.4884563386440277,0.3467281758785248,0.34757208824157715,0.5115436315536499,0.6059487462043762,0.4346819221973419,0.43617239594459534,0.3940512537956238
109,0.5325466394424438,0.37830179929733276,0.3799571394920349,0.46745333075523376,0.6000067591667175,0.4285926818847656,0.4317883551120758,0.39999324083328247
110,0.5653138756752014,0.4133833944797516,0.41498106718063354,0.4346861243247986,0.5868184566497803,0.4152635931968689,0.41739389300346375,0.4131815433502197
111,0.5630477070808411,0.41416606307029724,0.41690993309020996,0.43695229291915894,0.5652728080749512,0.3940085470676422,0.3987167775630951,0.43472719192504883
112,0.46209850907325745,0.32129210233688354,0.32304713129997253,0.5379014611244202,0.5639420747756958,0.3927188813686371,0.39533141255378723,0.4360579550266266
113,0.5618734359741211,0.4120728373527527,0.41332894563674927,0.4381265640258789,0.5632591843605042,0.3920588791370392,0.3931378126144409,0.43674081563949585
114,0.5591761469841003,0.4078516364097595,0.4091292917728424,0.44082385301589966,0.46301281452178955,0.30126953125,0.30260857939720154,0.5369871854782104
115,0.6189916133880615,0.47215718030929565,0.4731213450431824,0.38100841641426086,0.20500528812408447,0.11423975974321365,0.1102551743388176,0.7949947118759155
116,0.5253008604049683,0.37139588594436646,0.371995210647583,0.4746991693973541,0.1499430388212204,0.08107998222112656,0.07826635986566544,0.8500569462776184
117,0.589501678943634,0.42807912826538086,0.4288441240787506,0.41049832105636597,0.17629078030586243,0.09669741243124008,0.0941847488284111,0.8237093091011047
118,0.5722742080688477,0.4149300456047058,0.41608676314353943,0.42772573232650757,0.39694511890411377,0.24764305353164673,0.24830502271652222,0.6030548810958862
119,0.5977051258087158,0.44171494245529175,0.44333595037460327,0.4022948741912842,0.5543650388717651,0.3834957778453827,0.38635292649269104,0.4456349313259125
120,0.5793148279190063,0.42285236716270447,0.4243353307247162,0.42068520188331604,0.6048066020011902,0.43351107835769653,0.43451622128486633,0.3951933979988098
121,0.5333553552627563,0.394325852394104,0.39472246170043945,0.46664467453956604,0.6128352284431458,0.44180724024772644,0.4435802400112152,0.38716477155685425
122,0.5886504650115967,0.43588533997535706,0.436689555644989,0.4113495945930481,0.5684493780136108,0.39710649847984314,0.39970648288726807,0.4315505921840668
123,0.5408846139907837,0.3893933892250061,0.39026862382888794,0.4591154158115387,0.48370835185050964,0.3190307021141052,0.3180731236934662,0.516291618347168
124,0.5221371054649353,0.3673982322216034,0.3687289357185364,0.4778628349304199,0.3929312229156494,0.24452704191207886,0.24527417123317719,0.6070687770843506
125,0.5079119205474854,0.36061400175094604,0.36128097772598267,0.49208807945251465,0.21434006094932556,0.12006359547376633,0.11879253387451172,0.785659909248352
126,0.4858947694301605,0.33789965510368347,0.3384234607219696,0.5141052007675171,0.07676190882921219,0.039946049451828,0.03840820863842964,0.9232380986213684
127,0.6440086960792542,0.4919639527797699,0.49389737844467163,0.35599130392074585,0.04868203401565552,0.024982456117868423,0.02420203387737274,0.9513179659843445
128,0.4902467727661133,0.34093818068504333,0.34261375665664673,0.5097532868385315,0.017570044845342636,0.008897853083908558,0.008753352798521519,0.9824299812316895
129,0.541688084602356,0.38367873430252075,0.38562315702438354,0.45831194519996643,0.16423262655735016,0.08949314057826996,0.08713217824697495,0.835767388343811
130,0.47254619002342224,0.3279814124107361,0.32913583517074585,0.5274538397789001,0.29280245304107666,0.17153821885585785,0.17061707377433777,0.7071975469589233
131,0.6621265411376953,0.5132585763931274,0.514666736125946,0.3378734886646271,0.36027762293815613,0.21974578499794006,0.21638932824134827,0.6397223472595215
132,0.5770273804664612,0.4384055733680725,0.43969297409057617,0.4229726195335388,0.5978798866271973,0.42642760276794434,0.43005892634391785,0.40212011337280273
133,0.5536433458328247,0.39543160796165466,0.3975606858730316,0.4463566839694977,0.5287365913391113,0.35939592123031616,0.36273089051246643,0.47126340866088867
134,0.5343528389930725,0.3910384774208069,0.39179858565330505,0.4656471312046051,0.4868890345096588,0.3218030333518982,0.3233817219734192,0.5131109952926636
135,0.5329939126968384,0.37683793902397156,0.37777915596961975,0.467006117105484,0.589346706867218,0.4178014397621155,0.42028799653053284,0.410653293132782
136,0.5575128197669983,0.4024718403816223,0.4033682346343994,0.4424871802330017,0.5180092453956604,0.3495579957962036,0.35101214051246643,0.4819907546043396
137,0.5324386954307556,0.3913659155368805,0.39257320761680603,0.4675613045692444,0.33242180943489075,0.19937139749526978,0.19906803965568542,0.6675782203674316
138,0.6024197936058044,0.4430745542049408,0.44484955072402954,0.3975801467895508,0.10373228788375854,0.05473620444536209,0.05306718498468399,0.8962677121162415
139,0.5216770768165588,0.3638354241847992,0.36462143063545227,0.47832292318344116,0.03293099254369736,0.016775809228420258,0.016014108434319496,0.9670690298080444
140,0.5507024526596069,0.4152386784553528,0.4158478379249573,0.4492975175380707,0.5253974199295044,0.3563189208507538,0.3595714867115021,0.474602609872818
141,0.6127607226371765,0.46610745787620544,0.4690341055393219,0.3872392773628235,0.6084203720092773,0.43723300099372864,0.4379153847694397,0.39157962799072266
142,0.5726217031478882,0.43404659628868103,0.4348713755607605,0.4273783266544342,0.6084420084953308,0.4372558891773224,0.4414730668067932,0.3915579915046692
143,0.5623249411582947,0.41195741295814514,0.41357216238975525,0.43767499923706055,0.5471064448356628,0.3765840530395508,0.38065898418426514,0.45289355516433716
144,0.5814167857170105,0.41518789529800415,0.41710153222084045,0.4185832142829895,0.41675832867622375,0.2632567286491394,0.26129528880119324,0.5832417011260986
145,0.5624387860298157,0.4097959101200104,0.4107738435268402,0.4375612735748291,0.5608440041542053,0.38972344994544983,0.3929585814476013,0.4391559958457947
146,0.5657776594161987,0.4112096428871155,0.41241925954818726,0.4342222809791565,0.5673409700393677,0.39602479338645935,0.3987556993961334,0.4326590597629547
147,0.6173157691955566,0.46099916100502014,0.4621501564979553,0.3826841711997986,0.5797318816184998,0.4082041382789612,0.410464882850647,0.42026811838150024
148,0.517802894115448,0.38090768456459045,0.3822886347770691,0.482197105884552,0.5398077964782715,0.36970382928848267,0.3720805048942566,0.4601922035217285
149,0.5941559076309204,0.44114288687705994,0.4422799050807953,0.4058440625667572,0.46541857719421387,0.30330929160118103,0.30534401535987854,0.5345814228057861
150,0.5715910196304321,0.42908740043640137,0.43065887689590454,0.4284089207649231,0.4575214385986328,0.29663726687431335,0.2982628047466278,0.5424785614013672
151,0.6041692495346069,0.45593294501304626,0.4564541280269623,0.39583078026771545,0.41774678230285645,0.26404470205307007,0.26423171162605286,0.5822532176971436
152,0.5945762991905212,0.44217705726623535,0.44354501366615295,0.405423641204834,0.42853084206581116,0.272719144821167,0.27347803115844727,0.5714691877365112
153,0.6116234660148621,0.46302881836891174,0.46404990553855896,0.38837650418281555,0.40286123752593994,0.25226497650146484,0.2535918056964874,0.5971387624740601
154,0.6306604743003845,0.4839027523994446,0.48501673340797424,0.36933955550193787,0.369606614112854,0.22672396898269653,0.22751358151435852,0.630393385887146
155,0.5814710855484009,0.4195987582206726,0.4213933050632477,0.41852888464927673,0.5042440891265869,0.33713850378990173,0.3374808728694916,0.4957559108734131
156,0.5569288730621338,0.4113394618034363,0.41207820177078247,0.443071186542511,0.49976301193237305,0.3331451117992401,0.33468177914619446,0.500236988067627
157,0.5833435654640198,0.43305259943008423,0.43461161851882935,0.4166564345359802,0.34216758608818054,0.20642180740833282,0.20549549162387848,0.6578323841094971
158,0.658371090888977,0.5012113451957703,0.5035228729248047,0.3416289687156677,0.4982573091983795,0.3318089246749878,0.33404240012168884,0.5017427206039429
159,0.5534940958023071,0.40011587738990784,0.4015346169471741,0.44650593400001526,0.43143677711486816,0.2750774323940277,0.2741609215736389,0.5685632228851318
160,0.6649007797241211,0.5093825459480286,0.5106049180030823,0.3350992500782013,0.4579200744628906,0.2969738841056824,0.2971290349960327,0.5420799255371094
161,0.6000292897224426,0.4576346278190613,0.45944610238075256,0.39997074007987976,0.3368456959724426,0.2025618702173233,0.20113785564899445,0.6631543040275574
162,0.6256691217422485,0.4625452160835266,0.46338310837745667,0.37433087825775146,0.3194635808467865,0.19012406468391418,0.18926377594470978,0.6805363893508911
163,0.6168988943099976,0.4542781412601471,0.45638251304626465,0.38310113549232483,0.38157135248184204,0.23579299449920654,0.23454394936561584,0.618428647518158
164,0.5681818127632141,0.41073840856552124,0.4116668701171875,0.4318181872367859,0.44723138213157654,0.2880466878414154,0.28790733218193054,0.5527685880661011
165,0.64369136095047,0.4918076992034912,0.4945254325866699,0.35630863904953003,0.5171826481819153,0.3488060534000397,0.35109373927116394,0.4828173518180847
166,0.5865626335144043,0.4374291002750397,0.4397294521331787,0.4134373664855957,0.2546325623989105,0.1459205150604248,0.14116735756397247,0.7453674077987671
167,0.49549660086631775,0.3609500527381897,0.3625752329826355,0.5045033693313599,0.06454408168792725,0.033382218331098557,0.030656728893518448,0.9354559183120728
168,0.55404132604599,0.38896602392196655,0.3892601728439331,0.44595867395401,0.4669492244720459,0.304611474275589,0.3041437566280365,0.5330507755279541
169,0.5863105654716492,0.4393989145755768,0.441070556640625,0.4136894643306732,0.5324963927268982,0.3628804385662079,0.3645704984664917,0.4675036072731018
170,0.6000798940658569,0.44382596015930176,0.4449039399623871,0.3999200761318207,0.6081807613372803,0.4369869530200958,0.43953099846839905,0.3918192386627197
171,0.565912663936615,0.4198625981807709,0.42154526710510254,0.434087336063385,0.6308501362800598,0.4607778787612915,0.462390661239624,0.3691498637199402
172,0.5702773332595825,0.4217955470085144,0.42318159341812134,0.4297226369380951,0.5378632545471191,0.367882639169693,0.3686547875404358,0.46213674545288086
173,0.6778421998023987,0.5239973664283752,0.5262326598167419,0.3221578001976013,0.41499465703964233,0.26185110211372375,0.26312482357025146,0.5850053429603577
174,0.6322773694992065,0.46858835220336914,0.46970677375793457,0.36772260069847107,0.31845372915267944,0.18940991163253784,0.18905436992645264,0.6815462708473206
175,0.6398333311080933,0.487647145986557,0.4887619912624359,0.3601666986942291,0.2747909128665924,0.15930922329425812,0.15615995228290558,0.72520911693573
176,0.5679884552955627,0.41109174489974976,0.4122583270072937,0.43201154470443726,0.3136417865753174,0.18601569533348083,0.18426328897476196,0.6863582134246826
177,0.6730080842971802,0.5251278281211853,0.527703046798706,0.3269919753074646,0.3963206708431244,0.247158482670784,0.24655994772911072,0.6036792993545532
178,0.5308176875114441,0.382784903049469,0.3832935094833374,0.46918225288391113,0.3356633484363556,0.20170798897743225,0.1993245631456375,0.6643366813659668
179,0.5663076639175415,0.42061734199523926,0.42282551527023315,0.4336923658847809,0.48545944690704346,0.32055583596229553,0.3221670687198639,0.5145405530929565
